assay_id,n_molecules,n_actives,fraction_active,shift_type,internal_split
36933,29,29,1.0,scaffold,train
158958,20,19,0.95,scaffold,train
306908,16,15,0.9375,scaffold,train
390501,21,21,1.0,scaffold,train
429455,23,23,1.0,scaffold,train
435551,25,25,1.0,scaffold,train
458974,22,22,1.0,scaffold,train
522127,10,10,1.0,scaffold,train
688482,5,3,0.6,scaffold,train
688534,3,0,0.0,scaffold,train
726362,20,20,1.0,scaffold,train
737710,11,7,0.6363636363636364,scaffold,train
737000,2,2,1.0,scaffold,train
766795,61,61,1.0,scaffold,train
1528794,36,36,1.0,scaffold,train
799449,21,21,1.0,scaffold,train
860056,14,14,1.0,scaffold,train
1349288,45,45,1.0,scaffold,train
1454018,38,38,1.0,scaffold,train
1520607,23,23,1.0,scaffold,train
1528019,59,59,1.0,scaffold,train
1528566,54,54,1.0,scaffold,train
1528690,163,163,1.0,scaffold,train
1537037,106,101,0.9528301886792453,scaffold,train
1622750,25,25,1.0,scaffold,train
1639638,75,75,1.0,scaffold,train
1527793,54,54,1.0,scaffold,train
1527765,76,76,1.0,scaffold,train
1527912,15,15,1.0,scaffold,train
1528004,36,24,0.6666666666666666,scaffold,train
1528015,267,267,1.0,scaffold,train
1528629,22,22,1.0,scaffold,train
1528940,13,13,1.0,scaffold,train
1717756,3,1,0.3333333333333333,scaffold,train
1785633,24,24,1.0,scaffold,train
1886957,68,14,0.20588235294117646,scaffold,train
1915758,27,27,1.0,scaffold,train
1983264,19,19,1.0,scaffold,train
2017127,30,30,1.0,scaffold,train
36941,33,33,1.0,scaffold,train
49718,10,10,1.0,scaffold,train
306176,13,0,0.0,scaffold,train
306744,30,30,1.0,scaffold,train
434528,8,8,1.0,scaffold,train
511068,27,27,1.0,scaffold,train
688680,12,10,0.8333333333333334,scaffold,train
688741,10,9,0.9,scaffold,train
688266,68,64,0.9411764705882353,scaffold,train
688213,4,4,1.0,scaffold,train
688838,45,2,0.044444444444444446,scaffold,train
737084,7,2,0.2857142857142857,scaffold,train
789189,13,13,1.0,scaffold,train
814588,23,23,1.0,scaffold,train
834203,10,10,1.0,scaffold,train
912278,11,11,1.0,scaffold,train
922089,4,4,1.0,scaffold,train
938986,467,444,0.9507494646680942,scaffold,train
974220,19,19,1.0,scaffold,train
1458502,4,2,0.5,scaffold,train
1435960,13,12,0.9230769230769231,scaffold,train
1479040,45,45,1.0,scaffold,train
1534778,90,90,1.0,scaffold,train
1536917,50,50,1.0,scaffold,train
1560970,19,19,1.0,scaffold,train
1639949,76,76,1.0,scaffold,train
1639970,98,98,1.0,scaffold,train
1527974,31,31,1.0,scaffold,train
1527683,20,20,1.0,scaffold,train
1527699,35,35,1.0,scaffold,train
1528428,35,35,1.0,scaffold,train
1528086,277,275,0.9927797833935018,scaffold,train
1528250,65,65,1.0,scaffold,train
1528102,31,31,1.0,scaffold,train
1528884,35,35,1.0,scaffold,train
1528122,10,10,1.0,scaffold,train
1687585,18,18,1.0,scaffold,train
1760555,14,14,1.0,scaffold,train
1931375,45,40,0.8888888888888888,scaffold,train
1995817,19,19,1.0,scaffold,train
2024728,5,5,1.0,scaffold,train
28496,11,11,1.0,scaffold,train
91590,26,26,1.0,scaffold,train
36944,37,37,1.0,scaffold,train
306801,22,22,1.0,scaffold,train
306492,20,17,0.85,scaffold,train
321561,2,1,0.5,scaffold,train
331362,4,4,1.0,scaffold,train
424955,10,10,1.0,scaffold,train
438898,27,27,1.0,scaffold,train
453490,19,19,1.0,scaffold,train
560809,12,12,1.0,scaffold,train
562387,24,24,1.0,scaffold,train
587705,10,6,0.6,scaffold,train
596837,17,17,1.0,scaffold,train
647226,28,28,1.0,scaffold,train
651627,15,14,0.9333333333333333,scaffold,train
688427,7,2,0.2857142857142857,scaffold,train
688354,22,5,0.22727272727272727,scaffold,train
688284,40,13,0.325,scaffold,train
737184,6,1,0.16666666666666666,scaffold,train
737194,14,11,0.7857142857142857,scaffold,train
737424,17,15,0.8823529411764706,scaffold,train
737090,13,6,0.46153846153846156,scaffold,train
755794,2,2,1.0,scaffold,train
772988,24,24,1.0,scaffold,train
814483,18,18,1.0,scaffold,train
1790985,6,6,1.0,scaffold,train
947686,19,19,1.0,scaffold,train
1274564,15,15,1.0,scaffold,train
1284012,20,17,0.85,scaffold,train
1338727,38,38,1.0,scaffold,train
1528103,15,15,1.0,scaffold,train
1535399,142,142,1.0,scaffold,train
1536328,18,18,1.0,scaffold,train
1536565,10,10,1.0,scaffold,train
1919048,12,12,1.0,scaffold,train
1537598,41,41,1.0,scaffold,train
1637152,8,8,1.0,scaffold,train
1639948,31,31,1.0,scaffold,train
1639954,18,18,1.0,scaffold,train
1639955,23,23,1.0,scaffold,train
1528306,23,23,1.0,scaffold,train
1527879,331,331,1.0,scaffold,train
1527923,31,31,1.0,scaffold,train
1527753,107,107,1.0,scaffold,train
1528025,115,115,1.0,scaffold,train
1527619,50,50,1.0,scaffold,train
1527682,3,3,1.0,scaffold,train
1527688,138,138,1.0,scaffold,train
1528363,16,16,1.0,scaffold,train
1528426,65,65,1.0,scaffold,train
1528792,37,37,1.0,scaffold,train
1528312,114,114,1.0,scaffold,train
1528550,47,47,1.0,scaffold,train
1528320,51,51,1.0,scaffold,train
1528283,6,6,1.0,scaffold,train
1528777,39,39,1.0,scaffold,train
1682053,10,9,0.9,scaffold,train
1740512,4,1,0.25,scaffold,train
1809091,66,65,0.9848484848484849,scaffold,train
1824410,9,9,1.0,scaffold,train
1865277,10,10,1.0,scaffold,train
1904982,35,35,1.0,scaffold,train
1908152,13,13,1.0,scaffold,train
1911469,16,16,1.0,scaffold,train
1915772,47,47,1.0,scaffold,train
1931477,66,66,1.0,scaffold,train
1931626,18,17,0.9444444444444444,scaffold,train
2027536,18,14,0.7777777777777778,scaffold,train
345663,7,7,1.0,scaffold,train
612849,24,19,0.7916666666666666,scaffold,train
627703,20,20,1.0,scaffold,train
642499,62,62,1.0,scaffold,train
643451,12,12,1.0,scaffold,train
688775,3,3,1.0,scaffold,train
688307,11,3,0.2727272727272727,scaffold,train
737136,6,0,0.0,scaffold,train
737112,28,0,0.0,scaffold,train
736833,19,12,0.631578947368421,scaffold,train
922573,6,6,1.0,scaffold,train
976374,12,12,1.0,scaffold,train
983408,3,3,1.0,scaffold,train
983409,1,1,1.0,scaffold,train
992728,5,0,0.0,scaffold,train
1290079,25,22,0.88,scaffold,train
1454020,1,1,1.0,scaffold,train
1496997,19,15,0.7894736842105263,scaffold,train
1534938,2,2,1.0,scaffold,train
1528297,30,30,1.0,scaffold,train
1536918,4,4,1.0,scaffold,train
1587416,17,17,1.0,scaffold,train
1622765,27,27,1.0,scaffold,train
1637322,9,9,1.0,scaffold,train
1527786,10,10,1.0,scaffold,train
1528692,24,24,1.0,scaffold,train
1528688,12,12,1.0,scaffold,train
1527805,1,1,1.0,scaffold,train
1528212,180,178,0.9888888888888889,scaffold,train
1528202,138,138,1.0,scaffold,train
1528208,9,9,1.0,scaffold,train
1527760,4,4,1.0,scaffold,train
1527791,60,60,1.0,scaffold,train
1527626,60,60,1.0,scaffold,train
1528035,35,35,1.0,scaffold,train
1527604,12,12,1.0,scaffold,train
1528543,55,55,1.0,scaffold,train
1528121,211,211,1.0,scaffold,train
1528344,1,0,0.0,scaffold,train
1689805,17,17,1.0,scaffold,train
1752434,20,20,1.0,scaffold,train
1824411,1,1,1.0,scaffold,train
1877681,18,18,1.0,scaffold,train
1915795,35,35,1.0,scaffold,train
1918581,107,107,1.0,scaffold,train
1931413,20,20,1.0,scaffold,train
1931414,3,3,1.0,scaffold,train
1931454,13,13,1.0,scaffold,train
1931478,7,7,1.0,scaffold,train
1931618,62,62,1.0,scaffold,train
1933811,4,4,1.0,scaffold,train
1933810,8,8,1.0,scaffold,train
2025958,18,17,0.9444444444444444,scaffold,train
2057749,19,19,1.0,scaffold,train
2076121,26,26,1.0,scaffold,train
158540,6,5,0.8333333333333334,scaffold,train
89920,16,16,1.0,scaffold,train
305653,1,1,1.0,scaffold,train
428500,26,26,1.0,scaffold,train
465974,15,15,1.0,scaffold,train
560527,3,1,0.3333333333333333,scaffold,train
558495,17,17,1.0,scaffold,train
563052,19,19,1.0,scaffold,train
603744,17,17,1.0,scaffold,train
612711,7,7,1.0,scaffold,train
615505,2,1,0.5,scaffold,train
622010,25,25,1.0,scaffold,train
631312,1,1,1.0,scaffold,train
655558,25,25,1.0,scaffold,train
688451,1,1,1.0,scaffold,train
688780,4,3,0.75,scaffold,train
737700,53,4,0.07547169811320754,scaffold,train
688202,7,6,0.8571428571428571,scaffold,train
688363,1,1,1.0,scaffold,train
814289,29,29,1.0,scaffold,train
813069,9,9,1.0,scaffold,train
934533,34,34,1.0,scaffold,train
934509,12,12,1.0,scaffold,train
945919,10,7,0.7,scaffold,train
1278696,6,6,1.0,scaffold,train
1509383,17,17,1.0,scaffold,train
1528260,41,41,1.0,scaffold,train
1536113,18,18,1.0,scaffold,train
1536901,2,2,1.0,scaffold,train
1536567,2,2,1.0,scaffold,train
1536719,15,15,1.0,scaffold,train
1537035,38,38,1.0,scaffold,train
1556115,2,2,1.0,scaffold,train
1561969,12,12,1.0,scaffold,train
1574259,22,22,1.0,scaffold,train
1619504,2,1,0.5,scaffold,train
1638896,8,8,1.0,scaffold,train
1639626,18,18,1.0,scaffold,train
1527757,58,58,1.0,scaffold,train
1528897,12,12,1.0,scaffold,train
1528653,39,12,0.3076923076923077,scaffold,train
1528754,60,60,1.0,scaffold,train
1528101,150,149,0.9933333333333333,scaffold,train
1528775,98,98,1.0,scaffold,train
1527988,40,37,0.925,scaffold,train
1527994,12,12,1.0,scaffold,train
1527625,15,15,1.0,scaffold,train
1528385,89,89,1.0,scaffold,train
1528572,28,28,1.0,scaffold,train
1528726,19,19,1.0,scaffold,train
1528932,30,30,1.0,scaffold,train
1662941,11,10,0.9090909090909091,scaffold,train
1715818,27,22,0.8148148148148148,scaffold,train
1837839,7,7,1.0,scaffold,train
1856394,19,19,1.0,scaffold,train
1874814,13,13,1.0,scaffold,train
1877682,4,4,1.0,scaffold,train
1914102,40,40,1.0,scaffold,train
1919116,35,4,0.11428571428571428,scaffold,train
1916746,68,66,0.9705882352941176,scaffold,train
1931436,17,15,0.8823529411764706,scaffold,train
1936904,42,42,1.0,scaffold,train
2018985,14,14,1.0,scaffold,train
2053125,23,23,1.0,scaffold,train
2085781,6,6,1.0,scaffold,train
64007,5,1,0.2,scaffold,train
156454,5,0,0.0,scaffold,train
88770,16,6,0.375,scaffold,train
28347,13,13,1.0,scaffold,train
306315,24,24,1.0,scaffold,train
321621,13,13,1.0,scaffold,train
429751,25,25,1.0,scaffold,train
447974,4,4,1.0,scaffold,train
462588,20,20,1.0,scaffold,train
467683,7,7,1.0,scaffold,train
556764,15,15,1.0,scaffold,train
493905,23,21,0.9130434782608695,scaffold,train
585127,15,15,1.0,scaffold,train
1459507,18,18,1.0,scaffold,train
619386,5,5,1.0,scaffold,train
687185,10,7,0.7,scaffold,train
687187,16,15,0.9375,scaffold,train
688419,2,0,0.0,scaffold,train
688719,6,6,1.0,scaffold,train
688243,1,0,0.0,scaffold,train
688249,8,5,0.625,scaffold,train
715113,12,12,1.0,scaffold,train
718656,24,24,1.0,scaffold,train
736957,1,0,0.0,scaffold,train
737369,6,5,0.8333333333333334,scaffold,train
737062,2,1,0.5,scaffold,train
737534,3,3,1.0,scaffold,train
737208,24,24,1.0,scaffold,train
737039,2,2,1.0,scaffold,train
737270,6,3,0.5,scaffold,train
767700,28,28,1.0,scaffold,train
797692,16,16,1.0,scaffold,train
812132,22,21,0.9545454545454546,scaffold,train
966433,22,22,1.0,scaffold,train
1290553,20,18,0.9,scaffold,train
1473169,3,3,1.0,scaffold,train
1479039,98,98,1.0,scaffold,train
1479041,33,33,1.0,scaffold,train
1536232,30,30,1.0,scaffold,train
1528145,33,33,1.0,scaffold,train
1537107,26,26,1.0,scaffold,train
1622004,8,5,0.625,scaffold,train
1624777,8,8,1.0,scaffold,train
1637335,7,7,1.0,scaffold,train
1637331,1,1,1.0,scaffold,train
1638895,13,13,1.0,scaffold,train
1640197,11,11,1.0,scaffold,train
1527782,5,5,1.0,scaffold,train
1528111,4,4,1.0,scaffold,train
1527711,19,19,1.0,scaffold,train
1527877,45,45,1.0,scaffold,train
1527950,78,78,1.0,scaffold,train
1527704,10,10,1.0,scaffold,train
1528431,21,21,1.0,scaffold,train
1528450,39,25,0.6410256410256411,scaffold,train
1660124,14,14,1.0,scaffold,train
1704900,8,8,1.0,scaffold,train
1711679,14,14,1.0,scaffold,train
1722250,6,6,1.0,scaffold,train
1770432,18,10,0.5555555555555556,scaffold,train
1785716,12,12,1.0,scaffold,train
1858860,18,18,1.0,scaffold,train
1879035,7,7,1.0,scaffold,train
1880552,15,15,1.0,scaffold,train
1915793,8,8,1.0,scaffold,train
1915816,19,19,1.0,scaffold,train
1916164,11,10,0.9090909090909091,scaffold,train
1916460,22,0,0.0,scaffold,train
1916745,3,3,1.0,scaffold,train
1931625,2,2,1.0,scaffold,train
1981863,6,6,1.0,scaffold,train
88614,1,0,0.0,scaffold,train
159279,3,2,0.6666666666666666,scaffold,train
306314,26,26,1.0,scaffold,train
364425,13,13,1.0,scaffold,train
420097,1,1,1.0,scaffold,train
453677,18,8,0.4444444444444444,scaffold,train
455393,9,9,1.0,scaffold,train
456072,8,0,0.0,scaffold,train
477677,28,27,0.9642857142857143,scaffold,train
559248,21,21,1.0,scaffold,train
556797,2,2,1.0,scaffold,train
753968,3,1,0.3333333333333333,scaffold,train
963834,9,9,1.0,scaffold,train
688723,3,3,1.0,scaffold,train
688767,2,0,0.0,scaffold,train
688231,2,0,0.0,scaffold,train
737241,13,8,0.6153846153846154,scaffold,train
736835,3,0,0.0,scaffold,train
737456,6,6,1.0,scaffold,train
737376,1,1,1.0,scaffold,train
737266,28,18,0.6428571428571429,scaffold,train
737150,2,1,0.5,scaffold,train
736830,24,20,0.8333333333333334,scaffold,train
743422,13,13,1.0,scaffold,train
756675,3,1,0.3333333333333333,scaffold,train
818494,11,11,1.0,scaffold,train
822962,13,13,1.0,scaffold,train
936637,16,15,0.9375,scaffold,train
1285944,11,11,1.0,scaffold,train
1458488,12,12,1.0,scaffold,train
1435476,32,32,1.0,scaffold,train
1536249,73,73,1.0,scaffold,train
1536038,27,27,1.0,scaffold,train
1535621,21,21,1.0,scaffold,train
1536270,11,11,1.0,scaffold,train
1528615,2,2,1.0,scaffold,train
1536566,4,4,1.0,scaffold,train
1536983,17,15,0.8823529411764706,scaffold,train
1536775,17,17,1.0,scaffold,train
1537108,22,22,1.0,scaffold,train
1577525,16,14,0.875,scaffold,train
1577533,1,0,0.0,scaffold,train
1589660,14,14,1.0,scaffold,train
1637074,23,23,1.0,scaffold,train
1527771,7,7,1.0,scaffold,train
1528748,20,20,1.0,scaffold,train
1528012,2,2,1.0,scaffold,train
1528022,25,24,0.96,scaffold,train
1528479,6,6,1.0,scaffold,train
1528539,19,19,1.0,scaffold,train
1528798,2,2,1.0,scaffold,train
1528876,7,7,1.0,scaffold,train
1528468,40,40,1.0,scaffold,train
1528878,24,23,0.9583333333333334,scaffold,train
1661177,24,24,1.0,scaffold,train
1736661,8,1,0.125,scaffold,train
1755231,3,3,1.0,scaffold,train
1785482,7,7,1.0,scaffold,train
1785483,12,12,1.0,scaffold,train
1815523,5,3,0.6,scaffold,train
1841473,31,31,1.0,scaffold,train
1849742,20,19,0.95,scaffold,train
1866286,2,2,1.0,scaffold,train
1882118,9,9,1.0,scaffold,train
1929250,3,3,1.0,scaffold,train
2019091,23,23,1.0,scaffold,train
2058238,24,24,1.0,scaffold,train
2059145,17,17,1.0,scaffold,train
2068042,9,9,1.0,scaffold,train
28797,5,0,0.0,scaffold,train
195374,18,18,1.0,scaffold,train
159458,15,15,1.0,scaffold,train
88003,26,26,1.0,scaffold,train
49420,12,2,0.16666666666666666,scaffold,train
305174,11,11,1.0,scaffold,train
321545,22,22,1.0,scaffold,train
362782,4,0,0.0,scaffold,train
367908,5,5,1.0,scaffold,train
448557,5,4,0.8,scaffold,train
564602,6,3,0.5,scaffold,train
588489,5,5,1.0,scaffold,train
1978131,23,20,0.8695652173913043,scaffold,train
1978133,1,1,1.0,scaffold,train
688503,3,1,0.3333333333333333,scaffold,train
688735,5,5,1.0,scaffold,train
688242,5,3,0.6,scaffold,train
688182,1,1,1.0,scaffold,train
737390,18,11,0.6111111111111112,scaffold,train
737234,13,1,0.07692307692307693,scaffold,train
737545,2,0,0.0,scaffold,train
775394,1,1,1.0,scaffold,train
804223,12,8,0.6666666666666666,scaffold,train
860772,4,4,1.0,scaffold,train
860770,14,14,1.0,scaffold,train
876919,28,27,0.9642857142857143,scaffold,train
930733,13,13,1.0,scaffold,train
933429,1,0,0.0,scaffold,train
978889,9,9,1.0,scaffold,train
993439,7,6,0.8571428571428571,scaffold,train
1288277,9,3,0.3333333333333333,scaffold,train
1443970,33,33,1.0,scaffold,train
1453986,18,18,1.0,scaffold,train
1528698,12,12,1.0,scaffold,train
1528507,13,13,1.0,scaffold,train
1476004,11,11,1.0,scaffold,train
1661982,1,0,0.0,scaffold,train
1501401,20,16,0.8,scaffold,train
1535201,37,37,1.0,scaffold,train
1528762,37,37,1.0,scaffold,train
1535400,1,1,1.0,scaffold,train
1618862,11,11,1.0,scaffold,train
1622851,32,32,1.0,scaffold,train
1625734,2,2,1.0,scaffold,train
1636981,11,11,1.0,scaffold,train
1639953,1,1,1.0,scaffold,train
1639951,6,6,1.0,scaffold,train
1527871,33,33,1.0,scaffold,train
1527973,26,26,1.0,scaffold,train
1527922,35,35,1.0,scaffold,train
1527954,4,4,1.0,scaffold,train
1785433,7,7,1.0,scaffold,train
1528489,13,13,1.0,scaffold,train
1528549,39,39,1.0,scaffold,train
1528905,34,34,1.0,scaffold,train
1528403,15,15,1.0,scaffold,train
1528354,13,13,1.0,scaffold,train
1649742,2,2,1.0,scaffold,train
1687045,10,10,1.0,scaffold,train
1724470,8,4,0.5,scaffold,train
1753977,12,11,0.9166666666666666,scaffold,train
1754791,5,5,1.0,scaffold,train
1785473,15,15,1.0,scaffold,train
1785479,8,8,1.0,scaffold,train
1785487,16,16,1.0,scaffold,train
1869127,9,9,1.0,scaffold,train
1890736,18,18,1.0,scaffold,train
1915773,3,3,1.0,scaffold,train
1915792,5,5,1.0,scaffold,train
1916459,30,5,0.16666666666666666,scaffold,train
2023572,19,16,0.8421052631578947,scaffold,train
2026002,18,18,1.0,scaffold,train
2074095,37,37,1.0,scaffold,train
910709,18,17,0.9444444444444444,scaffold,train
28340,9,9,1.0,scaffold,train
441032,1,1,1.0,scaffold,train
305569,18,18,1.0,scaffold,train
312923,1,1,1.0,scaffold,train
305497,31,31,1.0,scaffold,train
321562,2,2,1.0,scaffold,train
336866,16,16,1.0,scaffold,train
409105,5,5,1.0,scaffold,train
412322,49,49,1.0,scaffold,train
440136,5,5,1.0,scaffold,train
636763,3,2,0.6666666666666666,scaffold,train
470053,30,30,1.0,scaffold,train
477916,14,14,1.0,scaffold,train
496612,20,20,1.0,scaffold,train
560732,23,21,0.9130434782608695,scaffold,train
552794,1,1,1.0,scaffold,train
552254,9,9,1.0,scaffold,train
536732,19,19,1.0,scaffold,train
607913,26,26,1.0,scaffold,train
612848,5,3,0.6,scaffold,train
665507,9,9,1.0,scaffold,train
688818,3,1,0.3333333333333333,scaffold,train
688425,9,1,0.1111111111111111,scaffold,train
688167,2,0,0.0,scaffold,train
688510,3,3,1.0,scaffold,train
688195,2,1,0.5,scaffold,train
688616,1,0,0.0,scaffold,train
696215,19,19,1.0,scaffold,train
701282,2,2,1.0,scaffold,train
737232,5,5,1.0,scaffold,train
737353,3,2,0.6666666666666666,scaffold,train
770426,19,19,1.0,scaffold,train
827956,1,1,1.0,scaffold,train
688201,7,6,0.8571428571428571,scaffold,train
1626011,1,1,1.0,scaffold,train
887762,67,67,1.0,scaffold,train
900186,4,2,0.5,scaffold,train
901251,19,19,1.0,scaffold,train
951962,2,2,1.0,scaffold,train
967619,14,12,0.8571428571428571,scaffold,train
1479042,3,3,1.0,scaffold,train
1519998,14,9,0.6428571428571429,scaffold,train
1536256,79,79,1.0,scaffold,train
1528541,3,3,1.0,scaffold,train
1528050,17,17,1.0,scaffold,train
1536654,17,17,1.0,scaffold,train
1545548,16,16,1.0,scaffold,train
1565336,21,21,1.0,scaffold,train
1637005,11,11,1.0,scaffold,train
1637154,3,3,1.0,scaffold,train
1637155,1,1,1.0,scaffold,train
1639622,9,9,1.0,scaffold,train
1640001,2,2,1.0,scaffold,train
1527792,13,13,1.0,scaffold,train
1528636,4,4,1.0,scaffold,train
1528144,4,4,1.0,scaffold,train
1528252,26,26,1.0,scaffold,train
1528304,26,26,1.0,scaffold,train
1527814,5,5,1.0,scaffold,train
1527875,1,1,1.0,scaffold,train
1527984,15,15,1.0,scaffold,train
1528018,27,27,1.0,scaffold,train
1528303,8,8,1.0,scaffold,train
1528490,2,2,1.0,scaffold,train
1528641,15,15,1.0,scaffold,train
1528801,6,5,0.8333333333333334,scaffold,train
1528157,1,0,0.0,scaffold,train
1528158,1,1,1.0,scaffold,train
1528666,49,49,1.0,scaffold,train
1528772,25,25,1.0,scaffold,train
1669766,2,2,1.0,scaffold,train
1696511,16,16,1.0,scaffold,train
1733129,8,8,1.0,scaffold,train
1747210,4,4,1.0,scaffold,train
