assay_id,split,passes_filter,n_total,n_inexact,n_invalid,n_exact,fraction_exact,n_actives,n_has_binary,fraction_active
CHEMBL1002400,train,0,30,8,0,22,0.7333333333333333,14.0,22,0.6363636363636364
CHEMBL1002401,train,0,32,4,0,28,0.875,16.0,28,0.5714285714285714
CHEMBL1002402,train,0,36,8,0,28,0.7777777777777778,18.0,28,0.6428571428571429
CHEMBL1002403,train,0,34,8,0,26,0.7647058823529411,16.0,26,0.6153846153846154
CHEMBL1002404,train,0,30,6,0,24,0.8,14.0,24,0.5833333333333334
CHEMBL1002405,train,1,42,10,0,32,0.7619047619047619,20.0,32,0.625
CHEMBL1002406,train,0,22,8,0,14,0.6363636363636364,10.0,14,0.7142857142857143
CHEMBL1002407,train,0,24,4,0,20,0.8333333333333334,12.0,20,0.6
CHEMBL1002408,train,0,34,10,0,24,0.7058823529411765,16.0,24,0.6666666666666666
CHEMBL1002409,train,0,35,10,0,25,0.7142857142857143,17.0,25,0.68
CHEMBL1002410,train,0,31,4,0,27,0.8709677419354839,15.0,27,0.5555555555555556
CHEMBL1002411,train,0,26,11,0,15,0.5769230769230769,13.0,15,0.8666666666666667
CHEMBL1002412,train,0,34,6,0,28,0.8235294117647058,17.0,28,0.6071428571428571
CHEMBL1002414,train,0,23,3,0,20,0.8695652173913043,11.0,20,0.55
CHEMBL1002416,train,0,27,9,0,18,0.6666666666666666,13.0,18,0.7222222222222222
CHEMBL1002712,train,1,118,0,0,118,1.0,59.0,118,0.5
CHEMBL1002943,train,0,33,14,0,19,0.5757575757575758,8.0,19,0.42105263157894735
CHEMBL1002944,train,0,39,15,0,24,0.6153846153846154,18.0,24,0.75
CHEMBL1002945,train,0,32,11,0,21,0.65625,15.0,21,0.7142857142857143
CHEMBL1002949,train,0,38,13,0,25,0.6578947368421053,16.0,25,0.64
CHEMBL1002983,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL1002984,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL1002985,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL1002986,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL1003006,train,1,71,34,0,37,0.5211267605633803,8.0,37,0.21621621621621623
CHEMBL1003145,train,1,41,0,0,41,1.0,20.0,41,0.4878048780487805
CHEMBL1003147,train,1,41,0,0,41,1.0,41.0,41,1.0
CHEMBL1003174,train,0,23,0,0,23,1.0,0.0,23,0.0
CHEMBL1003624,train,1,37,2,0,35,0.9459459459459459,33.0,35,0.9428571428571428
CHEMBL1003678,train,1,41,4,0,37,0.9024390243902439,19.0,37,0.5135135135135135
CHEMBL1003679,train,0,32,18,0,14,0.4375,6.0,14,0.42857142857142855
CHEMBL1003680,train,0,30,14,0,16,0.5333333333333333,15.0,16,0.9375
CHEMBL1003765,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL1003766,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL1003787,train,1,49,2,0,47,0.9591836734693877,22.0,47,0.46808510638297873
CHEMBL1003960,train,0,34,24,0,10,0.29411764705882354,0.0,10,0.0
CHEMBL1003961,train,0,34,7,0,27,0.7941176470588235,6.0,27,0.2222222222222222
CHEMBL1004110,train,0,25,5,0,20,0.8,20.0,20,1.0
CHEMBL1004111,train,0,40,40,0,0,0.0,,0,
CHEMBL1004112,train,0,40,40,0,0,0.0,,0,
CHEMBL1004113,train,0,40,40,0,0,0.0,,0,
CHEMBL1004181,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL1004800,train,0,4,0,0,4,1.0,2.0,4,0.5
CHEMBL1004801,train,0,4,0,0,4,1.0,2.0,4,0.5
CHEMBL1004804,train,0,4,0,0,4,1.0,2.0,4,0.5
CHEMBL1004823,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL1004824,train,1,35,2,0,33,0.9428571428571428,33.0,33,1.0
CHEMBL1004932,train,1,75,2,0,73,0.9733333333333334,73.0,73,1.0
CHEMBL1004933,train,0,74,62,0,12,0.16216216216216217,0.0,12,0.0
CHEMBL1004946,train,1,32,0,0,32,1.0,16.0,32,0.5
CHEMBL1004985,train,1,73,0,0,73,1.0,73.0,73,1.0
CHEMBL1004986,train,0,37,14,0,23,0.6216216216216216,17.0,23,0.7391304347826086
CHEMBL1005039,train,1,80,0,0,80,1.0,40.0,80,0.5
CHEMBL1005391,train,0,35,7,0,28,0.8,28.0,28,1.0
CHEMBL1005398,train,1,58,0,0,58,1.0,55.0,58,0.9482758620689655
CHEMBL1005407,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL1005625,train,0,34,16,0,18,0.5294117647058824,0.0,18,0.0
CHEMBL1005741,train,0,41,39,0,2,0.04878048780487805,2.0,2,1.0
CHEMBL1005742,train,0,43,0,21,22,0.5116279069767442,17.0,22,0.7727272727272727
CHEMBL1005949,train,1,41,0,0,41,1.0,41.0,41,1.0
CHEMBL1006145,train,0,34,4,0,30,0.8823529411764706,16.0,30,0.5333333333333333
CHEMBL1006149,train,1,56,3,0,53,0.9464285714285714,28.0,53,0.5283018867924528
CHEMBL1006172,train,0,37,20,0,17,0.4594594594594595,17.0,17,1.0
CHEMBL1006173,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL1006270,train,0,39,11,0,28,0.717948717948718,15.0,28,0.5357142857142857
CHEMBL1006271,train,0,38,14,0,24,0.631578947368421,17.0,24,0.7083333333333334
CHEMBL1006416,train,0,39,18,0,21,0.5384615384615384,19.0,21,0.9047619047619048
CHEMBL1006417,train,1,41,2,0,39,0.9512195121951219,39.0,39,1.0
CHEMBL1006418,train,0,20,0,0,20,1.0,9.0,20,0.45
CHEMBL1006419,train,1,38,0,0,38,1.0,19.0,38,0.5
CHEMBL1006420,train,0,28,21,0,7,0.25,6.0,7,0.8571428571428571
CHEMBL1006421,train,0,28,1,0,27,0.9642857142857143,27.0,27,1.0
CHEMBL1006424,train,0,28,11,0,17,0.6071428571428571,17.0,17,1.0
CHEMBL1006425,train,0,28,0,0,28,1.0,28.0,28,1.0
CHEMBL1006441,train,0,39,9,0,30,0.7692307692307693,19.0,30,0.6333333333333333
CHEMBL1006567,train,0,77,58,0,19,0.24675324675324675,17.0,19,0.8947368421052632
CHEMBL1006568,train,1,89,6,0,83,0.9325842696629213,44.0,83,0.5301204819277109
CHEMBL1006578,train,1,39,0,0,39,1.0,38.0,39,0.9743589743589743
CHEMBL1006579,train,1,335,0,0,335,1.0,325.0,335,0.9701492537313433
CHEMBL1006966,train,1,46,14,0,32,0.6956521739130435,23.0,32,0.71875
CHEMBL1007077,train,0,48,48,0,0,0.0,,0,
CHEMBL1007080,train,0,34,21,0,13,0.38235294117647056,0.0,13,0.0
CHEMBL1007085,train,0,45,17,0,28,0.6222222222222222,28.0,28,1.0
CHEMBL1007086,train,0,19,13,0,6,0.3157894736842105,3.0,6,0.5
CHEMBL1007087,train,1,51,0,0,51,1.0,51.0,51,1.0
CHEMBL1007112,train,1,60,9,0,51,0.85,49.0,51,0.9607843137254902
CHEMBL1007113,train,0,45,17,0,28,0.6222222222222222,22.0,28,0.7857142857142857
CHEMBL1007190,train,0,34,4,0,30,0.8823529411764706,17.0,30,0.5666666666666667
CHEMBL1007191,train,1,34,1,0,33,0.9705882352941176,15.0,33,0.45454545454545453
CHEMBL1007291,train,1,41,0,0,41,1.0,41.0,41,1.0
CHEMBL1007338,train,0,19,1,0,18,0.9473684210526315,9.0,18,0.5
CHEMBL1007360,train,0,43,12,0,31,0.7209302325581395,21.0,31,0.6774193548387096
CHEMBL1007548,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL1007549,train,1,47,0,0,47,1.0,47.0,47,1.0
CHEMBL1007550,train,0,53,53,0,0,0.0,,0,
CHEMBL1007795,train,0,35,4,0,31,0.8857142857142857,17.0,31,0.5483870967741935
CHEMBL1007796,train,0,35,5,0,30,0.8571428571428571,17.0,30,0.5666666666666667
CHEMBL1007908,train,1,37,2,0,35,0.9459459459459459,34.0,35,0.9714285714285714
CHEMBL1007909,train,0,37,8,0,29,0.7837837837837838,18.0,29,0.6206896551724138
CHEMBL1007914,train,0,10,0,0,10,1.0,5.0,10,0.5
CHEMBL1007916,train,1,38,3,0,35,0.9210526315789473,19.0,35,0.5428571428571428
CHEMBL1008047,train,1,40,3,0,37,0.925,34.0,37,0.918918918918919
CHEMBL1008144,train,1,37,0,5,32,0.8648648648648649,0.0,32,0.0
CHEMBL1008161,train,0,34,10,0,24,0.7058823529411765,0.0,24,0.0
CHEMBL1008210,train,1,38,1,0,37,0.9736842105263158,37.0,37,1.0
CHEMBL1008211,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL1008236,train,1,80,2,0,78,0.975,14.0,78,0.1794871794871795
CHEMBL1008237,train,1,80,0,0,80,1.0,18.0,80,0.225
CHEMBL1008329,train,0,35,4,0,31,0.8857142857142857,31.0,31,1.0
CHEMBL1008495,train,1,41,3,0,38,0.926829268292683,20.0,38,0.5263157894736842
CHEMBL1008496,train,1,51,1,0,50,0.9803921568627451,14.0,50,0.28
CHEMBL1008811,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1008821,train,0,36,7,0,29,0.8055555555555556,29.0,29,1.0
CHEMBL1008822,train,0,12,0,0,12,1.0,12.0,12,1.0
CHEMBL1008834,train,1,37,3,0,34,0.918918918918919,18.0,34,0.5294117647058824
CHEMBL1008835,train,1,37,1,0,36,0.972972972972973,16.0,36,0.4444444444444444
CHEMBL1008914,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL1008915,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL1008916,train,1,32,0,0,32,1.0,16.0,32,0.5
CHEMBL1008917,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL1008918,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL1008919,train,1,39,0,0,39,1.0,18.0,39,0.46153846153846156
CHEMBL1008920,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL1008921,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL1008922,train,1,43,0,0,43,1.0,21.0,43,0.4883720930232558
CHEMBL1009027,train,1,46,0,0,46,1.0,23.0,46,0.5
CHEMBL1009028,train,1,47,1,0,46,0.9787234042553191,23.0,46,0.5
CHEMBL1009030,train,1,56,0,0,56,1.0,28.0,56,0.5
CHEMBL1009330,train,0,51,37,0,14,0.27450980392156865,14.0,14,1.0
CHEMBL1009331,train,0,53,53,0,0,0.0,,0,
CHEMBL1009425,train,1,34,0,0,34,1.0,8.0,34,0.23529411764705882
CHEMBL1009426,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1009427,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1009428,train,1,34,0,0,34,1.0,12.0,34,0.35294117647058826
CHEMBL1009429,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1009430,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1009431,train,1,34,0,0,34,1.0,16.0,34,0.47058823529411764
CHEMBL1009432,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1009433,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1009434,train,0,27,0,0,27,1.0,13.0,27,0.48148148148148145
CHEMBL1009435,train,0,27,0,0,27,1.0,13.0,27,0.48148148148148145
CHEMBL1009436,train,0,23,0,0,23,1.0,10.0,23,0.43478260869565216
CHEMBL1009481,train,0,34,4,0,30,0.8823529411764706,30.0,30,1.0
CHEMBL1009675,train,1,38,2,0,36,0.9473684210526315,36.0,36,1.0
CHEMBL1009677,train,0,29,0,0,29,1.0,29.0,29,1.0
CHEMBL1009861,train,1,54,0,0,54,1.0,54.0,54,1.0
CHEMBL1009862,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL1010021,train,0,34,4,0,30,0.8823529411764706,17.0,30,0.5666666666666667
CHEMBL1010124,train,1,40,2,0,38,0.95,38.0,38,1.0
CHEMBL1010125,train,1,40,2,0,38,0.95,38.0,38,1.0
CHEMBL1010167,train,1,53,0,0,53,1.0,26.0,53,0.49056603773584906
CHEMBL1010168,train,1,61,0,0,61,1.0,61.0,61,1.0
CHEMBL1010540,train,0,11,0,0,11,1.0,5.0,11,0.45454545454545453
CHEMBL1010541,train,0,22,2,0,20,0.9090909090909091,17.0,20,0.85
CHEMBL1010645,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL1010702,train,0,36,14,0,22,0.6111111111111112,18.0,22,0.8181818181818182
CHEMBL1010703,train,0,36,14,0,22,0.6111111111111112,18.0,22,0.8181818181818182
CHEMBL1010704,train,0,36,18,0,18,0.5,18.0,18,1.0
CHEMBL1010705,train,0,36,17,0,19,0.5277777777777778,18.0,19,0.9473684210526315
CHEMBL1010706,train,0,37,17,0,20,0.5405405405405406,18.0,20,0.9
CHEMBL1010707,train,0,37,16,0,21,0.5675675675675675,18.0,21,0.8571428571428571
CHEMBL1010709,train,0,35,8,0,27,0.7714285714285715,17.0,27,0.6296296296296297
CHEMBL1010710,train,0,35,10,0,25,0.7142857142857143,17.0,25,0.68
CHEMBL1010740,train,1,35,0,0,35,1.0,17.0,35,0.4857142857142857
CHEMBL1010741,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL1010742,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL1010779,train,1,50,0,0,50,1.0,25.0,50,0.5
CHEMBL1010780,train,0,20,0,0,20,1.0,10.0,20,0.5
CHEMBL1010781,train,1,50,0,0,50,1.0,25.0,50,0.5
CHEMBL1010782,train,0,11,2,0,9,0.8181818181818182,0.0,9,0.0
CHEMBL1010815,train,1,36,0,0,36,1.0,36.0,36,1.0
CHEMBL1010817,train,1,36,1,0,35,0.9722222222222222,35.0,35,1.0
CHEMBL1010867,train,1,58,12,0,46,0.7931034482758621,41.0,46,0.8913043478260869
CHEMBL1010954,train,1,54,2,0,52,0.9629629629629629,49.0,52,0.9423076923076923
CHEMBL1010955,train,1,40,1,0,39,0.975,39.0,39,1.0
CHEMBL1010990,train,0,35,6,0,29,0.8285714285714286,17.0,29,0.5862068965517241
CHEMBL1010992,train,0,26,22,0,4,0.15384615384615385,0.0,4,0.0
CHEMBL1011001,train,1,40,1,0,39,0.975,38.0,39,0.9743589743589743
CHEMBL1011002,train,1,37,3,0,34,0.918918918918919,34.0,34,1.0
CHEMBL1011144,train,0,17,4,0,13,0.7647058823529411,8.0,13,0.6153846153846154
CHEMBL1011145,train,0,25,8,0,17,0.68,12.0,17,0.7058823529411765
CHEMBL1011413,train,0,36,17,0,19,0.5277777777777778,18.0,19,0.9473684210526315
CHEMBL1011414,train,0,36,19,0,17,0.4722222222222222,17.0,17,1.0
CHEMBL1011415,train,0,36,20,0,16,0.4444444444444444,16.0,16,1.0
CHEMBL1011416,train,0,34,13,0,21,0.6176470588235294,17.0,21,0.8095238095238095
CHEMBL1011420,train,0,38,7,0,31,0.8157894736842105,19.0,31,0.6129032258064516
CHEMBL1011547,train,0,35,11,0,24,0.6857142857142857,17.0,24,0.7083333333333334
CHEMBL1011548,train,0,35,10,0,25,0.7142857142857143,17.0,25,0.68
CHEMBL1011777,train,1,89,3,0,86,0.9662921348314607,44.0,86,0.5116279069767442
CHEMBL1011882,train,1,65,5,0,60,0.9230769230769231,60.0,60,1.0
CHEMBL1011883,train,1,40,6,0,34,0.85,34.0,34,1.0
CHEMBL1011999,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL1012000,train,0,33,33,0,0,0.0,,0,
CHEMBL1012001,train,1,32,0,0,32,1.0,30.0,32,0.9375
CHEMBL1012094,train,1,43,0,0,43,1.0,43.0,43,1.0
CHEMBL1012095,train,0,28,0,0,28,1.0,28.0,28,1.0
CHEMBL1012267,train,1,48,1,0,47,0.9791666666666666,47.0,47,1.0
CHEMBL1012268,train,1,42,9,0,33,0.7857142857142857,21.0,33,0.6363636363636364
CHEMBL1012269,train,1,42,4,0,38,0.9047619047619048,21.0,38,0.5526315789473685
CHEMBL1012637,train,0,37,18,0,19,0.5135135135135135,14.0,19,0.7368421052631579
CHEMBL1012638,train,0,37,23,0,14,0.3783783783783784,13.0,14,0.9285714285714286
CHEMBL1012639,train,0,37,12,0,25,0.6756756756756757,15.0,25,0.6
CHEMBL1012640,train,0,37,13,0,24,0.6486486486486487,15.0,24,0.625
CHEMBL1012641,train,0,39,34,0,5,0.1282051282051282,0.0,5,0.0
CHEMBL1012642,train,0,39,12,0,27,0.6923076923076923,0.0,27,0.0
CHEMBL1012728,train,1,65,0,0,65,1.0,7.0,65,0.1076923076923077
CHEMBL1012778,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL1012998,train,1,54,0,0,54,1.0,0.0,54,0.0
CHEMBL1013116,train,1,85,1,0,84,0.9882352941176471,42.0,84,0.5
CHEMBL1013117,train,0,24,0,0,24,1.0,12.0,24,0.5
CHEMBL1013140,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL1013144,train,1,37,1,0,36,0.972972972972973,18.0,36,0.5
CHEMBL1013151,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL1013154,train,1,44,0,0,44,1.0,44.0,44,1.0
CHEMBL1013160,train,0,37,13,0,24,0.6486486486486487,18.0,24,0.75
CHEMBL1013161,train,0,35,34,0,1,0.02857142857142857,1.0,1,1.0
CHEMBL1013487,train,1,53,10,0,43,0.8113207547169812,26.0,43,0.6046511627906976
CHEMBL1013488,train,0,33,2,0,31,0.9393939393939394,14.0,31,0.45161290322580644
CHEMBL1013713,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL1013714,train,1,62,0,0,62,1.0,21.0,62,0.3387096774193548
CHEMBL1013731,train,1,38,2,0,36,0.9473684210526315,36.0,36,1.0
CHEMBL1013888,train,1,87,0,0,87,1.0,87.0,87,1.0
CHEMBL1014033,train,0,47,42,0,5,0.10638297872340426,2.0,5,0.4
CHEMBL1014292,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL1014293,train,1,64,0,0,64,1.0,0.0,64,0.0
CHEMBL1014433,train,1,52,0,0,52,1.0,50.0,52,0.9615384615384616
CHEMBL1014434,train,1,52,0,0,52,1.0,24.0,52,0.46153846153846156
CHEMBL1014465,train,1,66,0,0,66,1.0,60.0,66,0.9090909090909091
CHEMBL1014541,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL1014568,train,0,34,30,0,4,0.11764705882352941,4.0,4,1.0
CHEMBL1014569,train,0,34,34,0,0,0.0,,0,
CHEMBL1014570,train,0,34,33,0,1,0.029411764705882353,1.0,1,1.0
CHEMBL1014571,train,0,34,5,0,29,0.8529411764705882,29.0,29,1.0
CHEMBL1014607,train,0,40,39,0,1,0.025,0.0,1,0.0
CHEMBL1014608,train,0,40,39,0,1,0.025,0.0,1,0.0
CHEMBL1014609,train,1,40,0,0,40,1.0,18.0,40,0.45
CHEMBL1014610,train,1,41,0,0,41,1.0,41.0,41,1.0
CHEMBL1014666,train,1,58,14,0,44,0.7586206896551724,44.0,44,1.0
CHEMBL1014667,train,1,58,12,0,46,0.7931034482758621,46.0,46,1.0
CHEMBL1014940,train,1,51,0,0,51,1.0,25.0,51,0.49019607843137253
CHEMBL1015165,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL1015166,train,1,34,0,0,34,1.0,2.0,34,0.058823529411764705
CHEMBL1015210,train,1,35,1,0,34,0.9714285714285714,16.0,34,0.47058823529411764
CHEMBL1015211,train,0,34,3,0,31,0.9117647058823529,11.0,31,0.3548387096774194
CHEMBL1015239,train,1,46,1,0,45,0.9782608695652174,45.0,45,1.0
CHEMBL1015321,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL1015322,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL1015327,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL1015369,train,0,45,19,0,26,0.5777777777777777,3.0,26,0.11538461538461539
CHEMBL1015630,train,1,85,0,29,56,0.6588235294117647,15.0,56,0.26785714285714285
CHEMBL1015774,train,0,51,0,22,29,0.5686274509803921,9.0,29,0.3103448275862069
CHEMBL1015775,train,1,51,0,10,41,0.803921568627451,25.0,41,0.6097560975609756
CHEMBL1016136,train,0,39,20,0,19,0.48717948717948717,18.0,19,0.9473684210526315
CHEMBL1016137,train,0,11,11,0,0,0.0,,0,
CHEMBL1016138,train,0,35,12,0,23,0.6571428571428571,15.0,23,0.6521739130434783
CHEMBL1016154,train,0,40,11,0,29,0.725,20.0,29,0.6896551724137931
CHEMBL1016164,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL1016165,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL1016166,train,1,32,0,0,32,1.0,32.0,32,1.0
CHEMBL1016197,train,1,47,7,0,40,0.851063829787234,36.0,40,0.9
CHEMBL1016198,train,0,45,21,0,24,0.5333333333333333,8.0,24,0.3333333333333333
CHEMBL1016319,train,1,64,0,0,64,1.0,0.0,64,0.0
CHEMBL1016320,train,1,51,0,0,51,1.0,4.0,51,0.0784313725490196
CHEMBL1016340,train,1,54,0,0,54,1.0,13.0,54,0.24074074074074073
CHEMBL1016392,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL1016857,train,0,22,0,0,22,1.0,11.0,22,0.5
CHEMBL1016858,train,0,16,0,0,16,1.0,8.0,16,0.5
CHEMBL1016859,train,0,26,0,0,26,1.0,12.0,26,0.46153846153846156
CHEMBL1016909,train,1,35,0,0,35,1.0,33.0,35,0.9428571428571428
CHEMBL1016924,train,1,39,0,0,39,1.0,39.0,39,1.0
